問題ID,問題,答え,読み,復習フラグ
9220,1886年に「縄紋土器」という訳語を日本で初めて使い、それが後の「縄文」という言葉の由来となった人物でもある、日本植物病理学会の初代会長を務めた学者は誰でしょう？,白井光太郎,しらいみつたろう,0
9221,1912年に米ぬかから脚気や神経炎に効く物質を発見し、それをビタミンと名付けたポーランド生まれの生化学者は誰でしょう？,カシミール・フンク,フンク,0
9222,1919年にイギリス領インドで発布された、令状なしでの逮捕や裁判なしでの投獄を認める法律を、制定に携わった法律家の名前から「何法」というでしょう？,ローラット法,ローラット,0
9223,1919年にドイツの建築家ワルター・グロピウスを中心としてワイマールに創設され、近現代の建築・デザインに大きな影響を与えた、ドイツ語で「建築の家」という意味がある造形芸術学校は何でしょう？,バウハウス,バウハウス,0
9224,1930年代にハリウッドの子役として絶大な人気を誇り、のちにアメリカの国連代表委員や外交官として活躍した、その名前が子供服ブランドやカクテルの名前に残る人物は誰でしょう？,シャーリー・テンプル,シャーリーテンプル,0
9225,1935年に起こった日本将棋連盟の分裂騒動のことを、事件のきっかけとなった将棋棋士の名前にちなんで何事件というでしょう？,神田事件,かんだ,0
9226,1947年以降ヒルベト・クムラン遺跡などで相次いで発見された、紀元前に書かれた旧約聖書の写本の断片などを含むユダヤ教関連の古文書を、付近にある湖の名をとった総称で何文書というでしょう？,死海文書,しかい,0
9227,1953年に『分解された男』で第1回ヒューゴー賞を受賞した、『コンピューターコネクション』『虎よ、虎よ！』などの作品があるアメリカのSF作家は誰でしょう？,アルフレッド・ベスター,ベスター,0
9228,1954年に一般消費税が世界で初めて導入された国はどこでしょう？,フランス,フランス,0
9229,1956年から1961年までブラジル第22代大統領を務めた人物で、1960年にリオ・デ・ジャネイロに代わる首都としてブラジリア建設に携わった政治家は誰でしょう？,ジュセリーノ・クビチェック,クビチェック,0
9230,1956年には『壁の花』で第35回直木賞を受賞している、同郷の作家・太宰治の命日を「桜桃忌」と名付けたことで知られる人物は誰でしょう？,今官一,こんかんいち,0
9231,1957年に日本昆虫学会が選定した日本の国蝶は何でしょう？,オオムラサキ,オオムラサキ,0
9232,1961年、ボストーク1号に乗って人類初の宇宙飛行に成功し、「地球は青かった」という言葉を残した旧ソビエト連邦の宇宙飛行士は誰でしょう？,ユーリイ・ガガーリン,ガガーリン,0
9233,1961年に設立された国際的NGO「世界自然保護基金」のことを、アルファベット3文字の略称で何というでしょう？,WWF,WWF,0
9234,1963年に婦人服メーカーを経営していた人物が撮影した、ケネディ大統領が暗殺された様子が収められた映像フィルムのことを、撮影者の名から何フィルムというでしょう？,ザプルーダー・フィルム,ザプルーダー,0
9235,1964年に打ち上げられた「3号」が世界で初めて静止軌道に乗った人工衛星となり、同年の東京オリンピックで日米間のテレビ生中継に成功したことで知られる、1960年代にアメリカが打ち上げた通信用静止衛星のシリーズ名は何でしょう？,シンコム,シンコム,0
9236,1967年に行われた福岡国際マラソンで2時間9分36秒4のタイムを記録し、世界で初めてフルマラソンの「サブテン」を達成した男子マラソン選手は誰でしょう？,デレク・クレイトン,クレイトン,0
9237,1968年に発効された「ラテンアメリカ及びカリブ核兵器禁止条約」のことを、その調印式が行われたメキシコの地名から通称で何条約というでしょう？,トラテロルコ条約,トラテロルコ,0
9238,1971年からマレーシアで始められた、主にマレー人の住民を優遇する政策のことを、「土地の子」を意味するサンスクリット語に由来する言葉を使って何政策というでしょう？,ブミプトラ政策,ブミプトラ,0
9239,1971年にアメリカの元軍人フレッド・スミスが設立し、現在220以上の国と地域でサービスを展開する、世界最大の運送会社は何・コーポレーションでしょう？,フェデックス・コーポレーション,フェデックス,0
9240,1978年に愛知県で創業し、2013年に「カレーレストランチェーン店舗数世界一」としてギネス世界記録の認定を受けた、トッピングや辛さなどが自由に選べることでおなじみの外食チェーンといえば「カレーハウス・何」でしょう？,CoCo壱番屋,ココいちばんや,0
9241,1978年に李家豊のペンネームで発表した『緑の草原に……』でデビューした、代表作に『アルスラーン戦記』シリーズや『銀河英雄伝説』シリーズがある作家は誰でしょう？,田中芳樹,たなかよしき,0
9242,1985年に河原成美が福岡で創業した、「白丸」「赤丸」などのメニューで知られるラーメンチェーンは何でしょう？,一風堂,いっぷうどう,0
9243,1994年に大阪府に開港した、世界初のすべてが人工島からなる海上空港は何空港でしょう？,関西国際空港,かんさいこくさい,0
9244,1996年にカプコンから第1作が発売された、英語で「生物学的危害」を意味するサバイバルアクションホラーゲームシリーズは何でしょう？,『バイオハザード』シリーズ,バイオハザード,0
9245,1998年に横浜マリノスに吸収合併される形で解散した、現在では横浜F・マリノスの「F」にその名を残すJリーグ創設期のサッカークラブは何でしょう？,横浜フリューゲルス,よこはまフリューゲルス,0
9246,19世紀までは伝説上の生物だと考えられていた、角のように発達した牙が特徴の北極海に生息する哺乳類は何でしょう？,イッカク,イッカク,0
